text,sentiment,label,text_clean
"Nói thật nha. Lãi xuất quảng cáo thấy hấp dẫn sao mà ra chi nhánh thì báo lên 10,5/%/năm còn chưa tính bảo hiểm gì đó nữa",negative,0,"nói thật nha . lãi xuất quảng_cáo thấy hấp_dẫn sao mà ra chi_nhánh thì báo lên 10,5 / % / năm còn chưa tính bảo_hiểm gì đó nữa"
Tôi thấy có tổng số 3_60 + 4_10Chúc g TMCP Đầu Tư & Phát Triển Việt Nam luôn đầu tư nguồn vốn tốt và phát triển tiến tới số 1 Vietnam 🇻🇳,positive,2,tôi thấy có tổng_số 3_60 + 4_10_chúc g tmcp đầu_tư & phát_triển việt_nam luôn đầu_tư nguồn vốn tốt và phát_triển tiến tới số 1 vietnam : Vietnam :
Đăng ký BankPlus từ 14/11/2016 mà đến giờ gần 1 tháng rồi sao vẫn không thấy Ngân hàng kích hoạt dịch vụ cho khách hàng vậy Admin? Admin kiểm tra giúp sdt 0978755025 xem nào? Cáu với BIDV lắm rồi đấy,negative,0,đăng_ký bankplus từ 14/11/2016 mà đến giờ gần 1 tháng rồi sao vẫn không thấy ngân_hàng kích_hoạt dịch_vụ cho khách_hàng vậy admin ?_admin kiểm_tra giúp số điện_thoại 0978755025 xem nào ?_cáu với bidv lắm rồi đấy
Thank ad nha😃😃,positive,2,cảm_ơn admin_nha : grinning_face_with_big_eyes : : grinning_face_with_big_eyes :
# Tetyeuthuong Chúc # BIDV bước sang tuổi 60 vững vàng và ngày càng phát triển.,positive,2,tetyeuthuong chúc bidv bước sang tuổi 60 vững_vàng và ngày_càng phát_triển .
# Tetyeuthuong . Chúc BIDV ngày càng phát triển. Chúc CBCNV BIDV một năm mới vạn sự như ý,positive,2,tetyeuthuong . chúc bidv ngày_càng phát_triển . chúc cbcnv bidv một năm mới vạn_sự như_ý
"Làm ăn như shit. Đăng ký mấy lần ko được. Ra ngân hàng đăng ký thì bảo tài khoản lỗi, nhắc 4,5 lần khắc phục mà cũng chả thấy phản hồi. Nếu ko phải bên cty trả lương bằng BiDV thì chắc vứt mịa nó thẻ đi rầu.",negative,0,"làm_ăn như shit . đăng_ký mấy lần không được . ra ngân_hàng đăng_ký thì bảo tài_khoản lỗi , nhắc 4,5 lần khắc_phục mà cũng chả thấy phản_hồi . nếu không phải bên cty trả lương bằng bidv thì chắc vứt mịa nó thẻ đi rầu ."
thaks ad,positive,2,thaks admin
Chúc tất ca nhung j tốt dẹp va man man toi CBCNV BIDV,positive,2,chúc tất_ca nhung j tốt dẹp va_man_man toi cbcnv bidv
số điện thoại 1900545413 ko bao giờ gọi được,negative,0,số điện_thoại 1900545413 không bao_giờ gọi được
"Đừng nghe bọn này nó xàm .nay mất toi cả buổi đi tới đó hỏi làm cái thẻ tín dụng mà nó bảo fải có nhà ở đây ...mẹ kiếp có nhà ở đây thì giầu con mẹ nó rồi cần chó jì fải làm cái thẻ đó làm jì ,mất công ...tưởng chỉ cần lương chuyển khoản wa BADV và cmnd ,bản hợp đồng là ok rồi .mẹ kiếp ....thất vọng vô cùng ...",negative,0,"đừng nghe bọn này nó xàm . nay mất toi cả buổi đi tới đó hỏi làm cái thẻ_tín_dụng mà nó bảo_fải có nhà ở đây . mẹ kiếp có nhà ở đây thì giầu con mẹ nó rồi cần chó jì_fải làm cái thẻ đó làm jì , mất_công . tưởng chỉ cần lương chuyển_khoản quá badv và cmnd , bản hợp_đồng là ok rồi . mẹ kiếp . thất_vọng vô_cùng ."
"# Tetyeuthuong Chúc BIDV năm mới thắng lợi mới, đạt nhiều thành công trong công việc kinh doanh",positive,2,"tetyeuthuong chúc bidv năm mới thắng_lợi mới , đạt nhiều thành_công trong công_việc kinh_doanh"
Làm ăn trả ra gì,negative,0,làm_ăn trả ra gì
"woah, những thứ mà mình hướng đến ở thì "" tương lai"" hehe. Cảm ơn BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam",positive,2,"woah , những thứ mà mình hướng đến ở thì "" tương_lai "" hehe . cảm_ơn bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam"
Bidv bị hack r nhìn quả ảnh bìa vl thật th nào ngu bị lừa ráng chịu,negative,0,bidv bị hack_r nhìn quả ảnh bìa vl thật th nào ngu bị lừa_ráng chịu
"vietcombank làm ăn chối lắm,tôi lại phải ra điểm giao dịch,sai lầm chọn vietcombank chỉ vì cái ví momo.2 lần làm việc tại điểm giao dịch nhân viên rất chối,chỉ muốn nói thẳng vào mặt nhưng vì mình là mình,nếu có hòm thư góp ý ngay tại chỗ thì biết mặt!mình chia sẻ với các bạn!",negative,0,"vietcombank làm_ăn chối lắm , tôi lại phải ra điểm giao_dịch , sai_lầm chọn vietcombank chỉ vì cái ví momo . 2 lần làm_việc tại điểm giao_dịch nhân_viên rất chối , chỉ muốn nói_thẳng vào mặt nhưng vì mình là mình , nếu có hòm_thư góp_ý ngay tại_chỗ thì biết mặt ! mình chia_sẻ với các bạn !"
"Vừa rồi mình mua xe oto, Bidv dịch vụ rất chuyên nghiệp và lãi suất hấp dẫn! Ngân hàng tốt nhất mình biết!",positive,2,"vừa_rồi mình mua xe oto , bidv dịch_vụ rất chuyên_nghiệp và lãi_suất hấp_dẫn ! ngân_hàng tốt nhất mình biết !"
Cám ơn Anh Cố vấn. :),positive,2,cám_ơn anh cố_vấn . :)
"dịch vụ thân thiện,tiện lợi,nhanh chóng.",positive,2,"dịch_vụ thân_thiện , tiện_lợi , nhanh_chóng ."
Hay quá!!! (Y),positive,2,hay quá ! ( y )
Chúc cho thương hiệu BIDV mãi trường tồn và ngày càng lớn mạnh,positive,2,chúc cho thương_hiệu bidv mãi trường_tồn và ngày_càng lớn_mạnh
Quảng cáo cho lắm. Đăng ký online chẳng thấy ma nào gọi. Ra tận ngân hàng làm luôn cho nhanh. Bữa có trục trặc về thẻ. Điện thoại ra trung tâm thẻ cho nghe nhạc chờ ru ngủ một giấc rồi hết thời gian chờ tự động tắt máy. Cả chục cuộc gọi như thế.,negative,0,quảng_cáo cho lắm . đăng_ký online chẳng thấy ma nào gọi . ra tận ngân_hàng làm luôn cho nhanh . bữa có trục_trặc về thẻ . điện_thoại ra trung_tâm thẻ cho nghe nhạc chờ ru ngủ một giấc rồi hết thời_gian chờ tự_động tắt máy . cả chục cuộc_gọi như_thế .
Em đăng ký tài khoản internet banking thì nói là mở rồi ... Bảo là gửi mật khẩu qua gmail mà từ sáng đến giờ vẫn k thấy ... ??? Hỏi thì k tl gọi thì k nghe máy,negative,0,em đăng_ký tài_khoản internet banking thì nói là mở rồi . bảo là gửi mật_khẩu qua gmail mà từ sáng đến giờ vẫn không thấy . ? hỏi thì không tl gọi thì không nghe máy
"# Tetyeuthuong Men chuc BIDV cung tap the CBNV nhieu suc khoe, an lanh va may man trong nam moi.",positive,2,"tetyeuthuong men chuc bidv cung_tap the cbnv nhieu suc khoe , an_lanh va may_man trong nam_moi ."
Ghi trên web là 05 đến 07 ngày mà khi làm thì nói 15 ngày sau mới có. Lỡ rồi nên làm luôn chứ ko hài lòng tí nào. Tốn 100k mà chẳng hài lòng,negative,0,ghi trên web là 05 đến 07 ngày mà khi làm thì nói 15 ngày sau mới có . lỡ rồi nên làm luôn chứ không hài_lòng tí nào . tốn 100 k mà chẳng hài_lòng
"Ok , thanks b nhé",positive,2,"ok , cảm_ơn b nhé"
cảm ơn BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam đã tóm lược 1 phần lời chúc dành cho mẹ mình,positive,2,cảm_ơn bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam đã tóm_lược 1 phần lời chúc dành cho mẹ mình
Phong Anh  mất niềm tin quá :'(,negative,0,phong anh mất niềm tin quá : ' (
# Tetyeuthuong . Chúc toàn thể mọi người đang làm việc tại bidv một năm mới an khang thịnh vượng chúc cho bidv ngày càng thành công hơn nữa,positive,2,tetyeuthuong . chúc toàn_thể mọi người đang làm_việc tại bidv một năm mới an khang_thịnh vượng chúc cho bidv ngày_càng thành_công hơn_nữa
À ra vậy mình cảm ơn nhé,positive,2,à ra vậy mình cảm_ơn nhé
Vietcombank em xin cảm on a em da ra ngan hang roi a,positive,2,vietcombank em xin cảm_on a em da ra ngan hang roi a
vâng cám ơn an cố vấn,positive,2,vâng cám_ơn an_cố_vấn
"Trung tâm dịch vụ 24/7 mà gọi đến 10 cuộc mới nghe đc 1 cuộc, ngân hàng internet banking chuyển tiền sáng thứ 7 cũng ko đc, chỉ nhận được lệnh trừ tiền còn ko trả tiền cho khách hàng. Ngoài giờ hành chính cũng ko dùng internet banking đc. Dịch vụ ngân hàng khác nửa đêm vẫn chuyển đc, đúng là quá hạn chế! Nếu ko vì cty trả lương qua TK thì ko bao giờ sử dụng dịch vụ của Vietcombank",negative,0,"trung_tâm dịch_vụ 24/7 mà gọi đến 10 cuộc mới nghe được 1 cuộc , ngân_hàng internet banking chuyển tiền sáng thứ 7 cũng không đc , chỉ nhận được lệnh trừ tiền còn không trả tiền cho khách_hàng . ngoài giờ_hành_chính cũng không dùng internet banking_đc . dịch_vụ ngân_hàng khác nửa_đêm vẫn chuyển đc , đúng là quá hạn_chế ! nếu không vì cty trả lương qua tài_khoản thì không bao_giờ sử_dụng dịch_vụ của vietcombank"
Chúc mừng BIDV ạ!,positive,2,chúc_mừng bidv ạ !
chúc BIDV luôn đứng đầu trong top nhé,positive,2,chúc bidv luôn đứng đầu trong top nhé
Ngân hàng phục vụ tồi nhất Việt Nam,negative,0,ngân_hàng phục_vụ tồi nhất việt_nam
cám ơn b. mình vừa thử dc rồi. hay quá,positive,2,cám ơn_b . mình vừa thử được rồi . hay quá
phổ yên ko có.mỗi lần gửi pải đi xa.bất tiện lămd,negative,0,phổ_yên không có . mỗi lần gửi pải đi xa . bất_tiện lămd
BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam tks Ad,positive,2,bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam cảm_ơn admin
Chúc mừng sinh nhật VCB,positive,2,chúc_mừng sinh_nhật vcb
"công nhận đấy, mình cũng vừa xuống NH nộp tiền vào tk, đc thông báo là mất phí mình thôi luôn ko nộp nữa. Sao lại có thể đưa ra 1 cái phí vô lý như vậy? chào mời ngta mở tk, chào mời gửi tiền vào, xong bg làm gì cũng đè ra thu tiền. Ngân hàng muốn huy động tiền của dân free, lãi suất thấp nhưng lại muốn tận thu mọi khoản thì hỏi còn ai muốn hợp tác? chưa kể bn ngân hàng khác với rất nhiều ưu đãi hấp dẫn và free thì thử hỏi BIDV sẽ pt ntn đc đây? toàn đi lùi ko",negative,0,"công_nhận đấy , mình cũng vừa xuống ngân_hàng nộp tiền vào tk , được thông_báo là mất_phí mình thôi luôn không nộp nữa . sao lại có_thể đưa ra 1 cái phí vô_lý như_vậy ? chào_mời ngta mở tk , chào_mời gửi tiền vào , xong bg làm gì cũng đè ra thu tiền . ngân_hàng muốn huy_động tiền của dân free , lãi_suất thấp nhưng lại muốn tận_thu mọi khoản thì hỏi còn ai muốn hợp_tác ? chưa kể bn ngân_hàng khác với rất nhiều ưu_đãi hấp_dẫn và free thì thử_hỏi bidv sẽ pt ntn được đây ? toàn đi lùi không"
Tại sao mình chuyển tiền vào tài khoản của mình mà cũng mất phí 22.000đ là sao? 😓.muốn mua bảo hiểm bên BIDV mà thấy nhiều người kêu ca về ngân hàng này quá,negative,0,tại_sao mình chuyển tiền vào tài_khoản của mình mà cũng mất_phí 22.000 đ là sao ? : downcast_face_with_sweat : . muốn mua bảo_hiểm bên bidv mà thấy nhiều người kêu_ca về ngân_hàng này quá
"Cảm ơn ad. Chị gái mình cũng nhận đc quà, ch rất vui và hp",positive,2,"cảm_ơn ad . chị_gái mình cũng nhận được quà , ch rất vui và hp"
thích các dịch vụ bên BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam,positive,2,thích các dịch_vụ bên bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam
Ko nhắc thì thôi mà nhắc thấy ức với thẻ visa của vcb này!thậm chí tức mà ko biết kêu ai!nhân viên cũng ko bảo vệ đc bạn!mình làm cái thẻ visa đc 1 năm đăng kí trả tối thiểu số dư nợ hiện có!mới đây mình chi tiêu 3tr3!thay vì trừ 10% của 3tr3!vào ngày 5 đầu tháng!nhưng đằng này ngân hàng trừ mình trước 300 vào ngày 20 khi gửi sao kê!và trừ mình 2tr7 vào ngày mình nhận lương!và mới trừ 10% vào ngày 5/9 của 10% dư nợ đó! Là 300!nhân viên ngân hàng nói mình nợ xấu!nên phải trừ hết!trong khi tháng nào ngân hàng cũng trừ mình 10% trên dư nợ hiện có!chỉ riêng tháng 9 này là mình bị trừ sạch!Khi nhân viên alo thì nói là mình chi tiêu ít lại!nếu ít vậy làm thẻ visa làm j!mình hỏi nhân viên.ví dụ mình mua tivi 8tr-qua tháng mình trả 10% của 8tr là 800-vậy tháng sau mình phải trả hết 7tr2 hả!nhân viên nói uhm!vậy ai dám sài dám làm thẻ!dm vcb,negative,0,không nhắc thì_thôi mà nhắc thấy ức với thẻ visa của vcb này ! thậm_chí tức mà không biết kêu ai ! nhân_viên cũng không bảo_vệ được bạn ! mình làm cái thẻ visa được 1 năm đăng_kí trả tối_thiểu_số dư_nợ hiện có ! mới_đây mình chi_tiêu 3 tr3 ! thay_vì trừ 10 % của 3 tr3 ! vào ngày 5 đầu tháng ! nhưng đằng này ngân_hàng trừ mình trước 300 vào ngày 20 khi gửi sao kê ! và trừ mình 2 tr7 vào ngày mình nhận lương ! và mới trừ 10 % vào ngày 5/9 của 10 % dư_nợ đó ! là 300 ! nhân_viên ngân_hàng nói mình nợ xấu ! nên phải trừ hết ! trong khi tháng nào ngân_hàng cũng trừ mình 10 % trên dư_nợ hiện có ! chỉ riêng tháng 9 này là mình bị trừ sạch ! khi nhân_viên alo thì nói là mình chi_tiêu ít lại ! nếu ít vậy làm thẻ visa làm j ! mình hỏi nhân_viên . ví_dụ mình mua tivi 8 tr - qua tháng mình trả 10 % của 8 tr là 800 - vậy tháng sau mình phải trả hết 7 tr2_hả ! nhân_viên nói uhm ! vậy ai dám_sài dám làm thẻ !_dm vcb
BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam Anh cố vấn là thằng nào. Ngân hàng làm việc mà xưng anh với tất cả khách hàng thế à,negative,0,bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam anh cố_vấn là thằng nào . ngân_hàng làm_việc mà xưng anh với tất_cả khách_hàng thế à
Vag e cam on ạ,positive,2,vag e cam_on ạ
hay quá.,positive,2,hay quá .
Vâng cảm ơn b nhé??,positive,2,vâng cảm_ơn b nhé ?
"Nhân kỷ niệm sinh nhật lần thứ 54 chúc Vietcombank ngày càng phát triển, vững chắc, hưng thịnh.",positive,2,"nhân kỷ_niệm sinh_nhật lần thứ 54 chúc vietcombank ngày_càng phát_triển , vững_chắc , hưng_thịnh ."
Cảm ơn BIDV đã giúp mình gửi lời yêu thương đến mẹ nhân ngày 8/3. Mẹ mình rất vui. Yêu BIDV nhiều nhiều.,positive,2,cảm_ơn bidv đã giúp mình gửi lời yêu_thương đến mẹ nhân ngày 8/3 . mẹ mình rất vui . yêu bidv nhiều nhiều .
"Vay 100tr mà mất 1,5 tr tiền "" bôi trơn"". Bó tay bidv",negative,0,"vay 100 tr mà mất 1,5 tr tiền "" bôi_trơn "" . bó_tay bidv"
"Cmsn cụ, i love u chúc cụ sống lâu nghìn nghìn tuổi,mãi luôn mạnh khỏe và là ngân hàng số 1 vietnam",positive,2,"cmsn cụ , i love_u chúc cụ sống lâu_nghìn nghìn tuổi , mãi luôn mạnh_khỏe và là ngân_hàng số 1 vietnam"
