text,sentiment,label,text_clean
Ghi trên web là 05 đến 07 ngày mà khi làm thì nói 15 ngày sau mới có. Lỡ rồi nên làm luôn chứ ko hài lòng tí nào. Tốn 100k mà chẳng hài lòng,negative,0,ghi trên web là 05 đến 07 ngày mà khi làm thì nói 15 ngày sau mới có . lỡ rồi nên làm luôn chứ không hài_lòng tí nào . tốn 100 k mà chẳng hài_lòng
Cmsn vcb,positive,2,cmsn vcb
# Tetyeuthuong Chúc gia đình BIDV thành công trong năm mới,positive,2,tetyeuthuong chúc gia_đình bidv thành_công trong năm mới
"Nói chung nhiều lúc báo quá chậm, bởi chuyển tiền luôn nhận bằng tn từ bankplus và vcb, nhưng chỉ có bankplus báo còn vcb k báo, do vậy nhiều khi khách hàng chuyển tiền mình k biết, mình nói ở đây là chuyển cùng ngân hàng chứ k phải ngoại",negative,0,"nói_chung nhiều lúc báo quá chậm , bởi chuyển tiền luôn nhận bằng tn từ bankplus và vcb , nhưng chỉ có bankplus báo còn vcb không báo , do_vậy nhiều khi khách_hàng chuyển tiền mình không biết , mình nói ở đây là chuyển cùng ngân_hàng chứ không phải ngoại"
"# Tetyeuthuong Chúc toàn bộ anh chị em trong hệ thống Bidv luôn dồi dào sức khoẻ, phát triển hệ thống Bidv lớn mạnh hơn nữa",positive,2,"tetyeuthuong chúc toàn_bộ anh_chị_em trong hệ_thống bidv luôn dồi_dào sức_khỏe , phát_triển hệ_thống bidv lớn_mạnh hơn_nữa"
Tôi có khoảng 10 triệu đồng muốn chuyển sang ngân hàng nào bận có thể không?,neutral,1,tôi có khoảng 10 triệu đồng muốn chuyển sang ngân_hàng nào bận có_thể không ?
Có thể bạn bỏ qua tên của tôi khi thực hiện yêu cầu.,neutral,1,có_thể bạn bỏ_qua tên của tôi khi thực_hiện yêu_cầu .
"# Tetyeuthuong Chúc toàn thể cán bộ,anh chị em BIDV có một cái tết sum vầy, đầm ấm bên gia đình cùng người thân, gặp nhiều may mắn trong năm mới.",positive,2,"tetyeuthuong chúc toàn_thể cán_bộ , anh_chị_em bidv có một cái tết sum_vầy , đầm_ấm bên gia_đình cùng người_thân , gặp nhiều may_mắn trong năm mới ."
ui ngân hàng tiện lợi quá nè,positive,2,ui ngân_hàng tiện_lợi quá nè
"Vietcombank thất vọng và mất lòng tin với cách làm việc của nhân viên hỗ trợ khách hàng. Hệ thống thì lỗi, chậm đáp ứng. Hay các bạn nghĩ với những khách hàng nhỏ thì độ ưu tiên thấp nên mặc kệ",negative,0,"vietcombank thất_vọng và mất_lòng tin với cách làm_việc của nhân_viên hỗ_trợ khách_hàng . hệ_thống thì lỗi , chậm đáp_ứng . hay các bạn nghĩ với những khách_hàng nhỏ thì độ ưu_tiên thấp nên mặc_kệ"
"Dùng vcb ức chế vãi, chuyển tiền ở ngân hàng khác sang đã bị trừ phí , ra quầy giao dịch vcb rút bị chạc phí 11k (cho khoản <50trieu), còn trên 50tr tính %. Nếu không chờ 2 ngày sau rút thì không bị tính phí. Nghe cái quy định hài vãi chưởng, không biế t Ngân hàng nhà nước có biết cái quy định củ khoai này không. Còn Ra cây ATM chỉ cho rút 3 triệu 1 lần, lâu vãi, không như ngân hàng khác cho rút 5 triệu/lần. Ngân hàng khác rút ngay tại quầy không mất đồng phí nào. Vcb đúng là tận thu vét phí tối đa, phí chồng phí.",negative,0,"dùng vcb_ức chế_vãi , chuyển tiền ở ngân_hàng khác sang đã bị trừ_phí , ra quầy giao_dịch vcb rút bị chạc_phí 11 k ( cho khoản < 50 trieu ) , còn trên 50 tr tính % . nếu không chờ 2 ngày sau rút thì không bị tính phí . nghe cái quy_định hài_vãi chưởng , không biế t ngân_hàng nhà_nước có biết cái quy_định củ khoai này không . còn ra cây atm chỉ cho rút 3 triệu 1 lần , lâu_vãi , không như ngân_hàng khác cho rút 5 triệu / lần . ngân_hàng khác rút ngay tại quầy không mất đồng_phí nào . vcb đúng là tận_thu vét_phí tối_đa , phí chồng phí ."
# Tetyeuthuong . Chúc BIDV ngày càng phát triển. Chúc CBCNV BIDV một năm mới vạn sự như ý,positive,2,tetyeuthuong . chúc bidv ngày_càng phát_triển . chúc cbcnv bidv một năm mới vạn_sự như_ý
# Tetyeuthuong sang năm mới chúc BIDV có được thêm nhiều thành công !,positive,2,tetyeuthuong sang_năm mới chúc bidv có được thêm nhiều thành_công !
Cảm ơn ad nhé,positive,2,cảm_ơn admin nhé
Cảm động quá BIDV,positive,2,cảm_động quá bidv
# Tetyeuthuong Chúc BIDV ngày càng thành công và phát triển,positive,2,tetyeuthuong chúc bidv ngày_càng thành_công và phát_triển
"Từ khi tôi tham gia đến nay . tôi thấy BIDV đầu tư có lợi nhuận và hợp lý. có những sản phẩm rất vừa túi tiền, sử dụng đồng vốn của ngân hàng có lợi nhuận rất cao. không hạn chế khách hàng nào cả. nhân viên phục vụ cũng niềm nở , ân cần, chu đáo, giải quyết mọi thắc mắc khách hàng nhanh chóng và dễ hiểu.BIDV cũng giúp cho những người có thu nhập thấp có căn hộ để ở, có nhà, có xe, dù với mức lương công nhân. đó là phương án hữu ít nhất. và còn nhiều dự án khác nữa giúp ít nước lợi nhà và gửi tiền vào BIDV cũng có lãi suất ưu đãi...v.v. và vv. tôi rất tin cậy BIDV.",positive,2,"từ khi tôi tham_gia đến nay . tôi thấy bidv đầu_tư có lợi_nhuận và hợp_lý . có những sản_phẩm rất vừa túi_tiền , sử_dụng đồng_vốn của ngân_hàng có lợi_nhuận rất cao . không hạn_chế khách_hàng nào cả . nhân_viên phục_vụ cũng niềm_nở , ân_cần , chu_đáo , giải_quyết mọi thắc_mắc khách_hàng nhanh_chóng và dễ hiểu . bidv cũng giúp cho những người có thu_nhập thấp có căn_hộ để ở , có nhà , có xe , dù với mức lương công_nhân . đó là phương_án hữu ít_nhất . và còn nhiều dự_án khác nữa giúp ít nước_lợi nhà và gửi tiền vào bidv cũng có lãi_suất ưu_đãi . v.v. và vv . tôi rất tin_cậy bidv ."
Đang cảm thấy thất vọng vì mình hỏi ko thấy trả lời,negative,0,đang cảm_thấy thất_vọng vì mình hỏi không thấy trả_lời
Tôi muốn hỏi làm thế nào để chuyển tiền nhanh nhất với ngân hàng của tôi?,neutral,1,tôi muốn hỏi làm thế_nào để chuyển tiền nhanh nhất với ngân_hàng của tôi ?
Ở nhà ngồi bấm bấm là có tài khoản NH rồi. Công nghệ.,positive,2,ở nhà ngồi bấm bấm là có tài_khoản ngân_hàng rồi . công_nghệ .
BIDV thật tuyệt vời,positive,2,bidv thật tuyệt_vời
Ngon nhỉ. Vietinbank chưa có cái này,positive,2,ngon nhỉ . vietinbank chưa có cái này
Cảm ơn vietcombank nhiều,positive,2,cảm_ơn vietcombank nhiều
Mình đăng kí dịch vụ báo tin nhắn về điện thoại lâu nay rút tiền chuyển tiền đều báo vào điện thoại nhưng giao này ko báo là sao nhỉ . mọi người gửi tiền đt ko báo gì cả.,negative,0,mình đăng_kí dịch_vụ báo tin_nhắn về điện_thoại lâu_nay rút_tiền chuyển tiền đều báo vào điện_thoại nhưng giao này không báo là sao nhỉ . mọi người gửi tiền đt không báo gì cả .
Ngân hàng của bạn mở cửa từ 8h đến 17h như vậy đúng không?,neutral,1,ngân_hàng của bạn mở_cửa từ 8 h đến 17 h như_vậy đúng không ?
"Xuân, hạ , thu, đông bốn mùa đều mang lại cho mình rất nhiều cảm xúc, nhưng có lẽ mùa xuân sẽ được nhiều người nhớ đến hơn cả không chỉ riêng mình vì mùa xuân , mùa cây cối đâm trồi nảy lộc muôn hoa đua nở. Mùa xuân còn là mùa những đôi bạn trẻ tìm đến nhau để xây dựng tổ ấm cho riêng mình. Và với riêng mình mùa xuân thật ấm áp và tràn ngập yêu thương. #Tetyeuthuong chúc BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam ngày càng phát triển bền vững,là niền tin của mọi người , mọi nhà <3",positive,2,"xuân , hạ , thu , đông bốn mùa đều mang lại cho mình rất nhiều cảm_xúc , nhưng có_lẽ mùa xuân sẽ được nhiều người nhớ đến hơn cả không_chỉ riêng mình vì mùa xuân , mùa cây_cối đâm_trồi nảy_lộc muôn hoa đua_nở . mùa xuân còn là mùa những đôi bạn trẻ tìm đến nhau để xây_dựng tổ_ấm cho riêng mình . và với riêng mình mùa xuân thật ấm_áp và tràn_ngập yêu_thương . tetyeuthuong chúc bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam ngày_càng phát_triển bền_vững , là niền tin của mọi người , mọi nhà <3"
Tôi có thể nạp tiền vào tài khoản tại ATM không?,neutral,1,tôi có_thể nạp tiền vào tài_khoản tại atm không ?
Vâng... e cảm ơn,positive,2,vâng . e cảm_ơn
thích những ứng dụng của bidv,positive,2,thích những ứng_dụng của bidv
"BIDV 60 năm mà KH chả dc gì Admin nhỉ :) Ck nội bộ mất phí, Ck liên ngân hàng mất phí, cái gì cũng mất phí thì 60 năm chả bằng Các Ngân hàng ÍT TUỔI hơn đang toàn free chuyển khoản đâu Admin ạ :)",negative,0,"bidv 60 năm mà kh chả được gì admin nhỉ :)_ck nội_bộ mất_phí , ck liên_ngân_hàng mất_phí , cái gì cũng mất_phí thì 60 năm chả bằng các ngân_hàng ít tuổi hơn đang toàn free chuyển_khoản đâu admin ạ :)"
Mọi thứ giờ thì đã quá muộn rồi vietcombank ơi đa phần người ta nản vietcombank là chất lượng phục vụ ...... Nhất là quầy thì ngồi kg còn quầy thì làm kg kịp nhân viên thì làm việc tại chỗ còn khách hàng người ta đến giao dịch .người ta bận cả trăm nghìn việc một ngày ..mà chỉ vì giao dịch thôi mà khách người ta chờ cả mấy tiếng đồng hồ .....buồn thật vietcombank ơi hãy học hỏi đàn anh của agibank đi,negative,0,mọi thứ giờ thì đã quá muộn rồi vietcombank ơi đa_phần người ta nản_vietcombank là chất_lượng phục_vụ . nhất là quầy thì ngồi không còn quầy thì làm không kịp nhân_viên thì làm_việc tại_chỗ còn khách_hàng người ta đến giao_dịch . người ta bận cả trăm nghìn việc một ngày . mà chỉ vì giao_dịch thôi mà khách người ta chờ cả mấy tiếng đồng_hồ . buồn thật vietcombank ơi hãy học_hỏi đàn_anh của agibank đi
ra rút có 100 triệu đồng .nhân viên trả lòi ko . sao ko báo trước . đứng bên nghe mà nản toàn tập .,negative,0,ra rút có 100 triệu đồng . nhân_viên trả lòi không . sao không báo trước . đứng bên nghe mà nản toàn_tập .
"VCB toàn già già cực kỳ khó chịu, khách thì đông đen làm cứ rề rề! Mấy cô trẻ trẻ vô thời gian cũng y như vậy! Nói thẳng luôn là VCB trên đường Võ Văn Ngân - quận Thủ Đức - SG.",negative,0,"vcb toàn già già cực_kỳ khó_chịu , khách thì đông đen làm cứ rề_rề ! mấy cô trẻ trẻ vô thời_gian cũng y như_vậy ! nói_thẳng luôn là vcb trên đường võ_văn_ngân - quận thủ_đức - sg ."
Mình rất thích dùng E~Banking BIDV tiện lợi lắm,positive,2,mình rất thích dùng e_~ banking bidv tiện_lợi lắm
Chúc BIDV có một cái # Tetyeuthuong,positive,2,chúc bidv có một cái tetyeuthuong
Phí quá cao.,negative,0,phí quá cao .
Các cán bộ BIDV xuất sắc quá💓,positive,2,các cán_bộ bidv xuất_sắc quá : beating_heart :
"Trong trường hợp hệ thống ngân hàng sụp đổ, thì việc sử dụng điện thoại để quảng cáo trên Facebook một lúc sẽ ảnh hưởng đến quá trình đăng ký danh lam tự hào niêm tin và xử lý tài sản của khách hàng",neutral,1,"trong trường_hợp hệ_thống ngân_hàng sụp_đổ , thì việc sử_dụng điện_thoại để quảng_cáo trên facebook một lúc sẽ ảnh_hưởng đến quá_trình đăng_ký danh_lam tự_hào niêm_tin và xử_lý tài_sản của khách_hàng"
Mình thấy dịch vụ của ngân hàng khá tốt nhưng thời gian chờ đợi thông tin thẻ vẫn còn lâu.,neutral,1,mình thấy dịch_vụ của ngân_hàng khá tốt nhưng thời_gian chờ_đợi thông_tin thẻ vẫn còn lâu .
Dạ em xin chân thành cảm ơn ad.,positive,2,dạ em xin chân_thành cảm_ơn ad .
"# Tetyeuthuong chúc BIDV ngày càng phát triển, thành công và một năm mới an lành, hạnh phúc. Luôn đồng hành cùng BIDV!",positive,2,"tetyeuthuong chúc bidv ngày_càng phát_triển , thành_công và một năm mới an_lành , hạnh_phúc . luôn đồng_hành cùng bidv !"
Chi nhánh ngân hàng gần khu của tôi ở đâu?,neutral,1,chi_nhánh ngân_hàng gần khu của tôi ở đâu ?
Có thể xác nhận lại giao dịch mới của tôi được không?,neutral,1,có_thể xác_nhận lại giao_dịch mới của tôi được không ?
# tetyeuthuong .chuc BIDV ngày càng phát triển mạnh là một ngân hàng tin cậy của mọi người,positive,2,tetyeuthuong . chuc bidv ngày_càng phát_triển mạnh là một ngân_hàng tin_cậy của mọi người
Keu chuyen tien may phut dkm may tieng da toi sdeeo dau,negative,0,keu chuyen tien may phut dkm may tieng da toi sdeeo dau
"# Tetyeuthuong chúc BIDV năm mới thành công, ngày càng có nhiều khách hàng hơn, phát triển vững mạnh là 1 trong những ngân hàng lớn và uy tín nhất ở Việt Nam. Mình onl bằng web trên facebook ko phải ứng dụng nhiều khi hình chụp khác các bạn nhưng mà vẫn là hình động canh mất 15phút. Hy vọng may mắn cùng BIDV trong năm mới.",positive,2,"tetyeuthuong chúc bidv năm mới thành_công , ngày_càng có nhiều khách_hàng hơn , phát_triển vững_mạnh là 1 trong những ngân_hàng lớn và uy_tín nhất ở việt_nam . mình onl bằng web trên facebook không phải ứng_dụng nhiều khi hình chụp khác các bạn nhưng_mà vẫn là hình_động canh mất 15 phút . hy_vọng may_mắn cùng bidv trong năm mới ."
Toàn lừa đăng ký rồi gọi điện rồi bảo chuyển về chỉ nhánh xác nhận đợi mãi không thấy gì,negative,0,toàn lừa đăng_ký rồi gọi điện rồi bảo chuyển về chỉ nhánh xác_nhận đợi mãi không thấy gì
Xin cam on ad,positive,2,xin cam_on admin
Cần thông tin cách đăng ký ứng dụng mobile banking của ngân hàng này?,neutral,1,cần thông_tin cách đăng_ký ứng_dụng mobile_banking của ngân_hàng này ?
Cảm ơn Anh Cố Vấn nhiều nhé!,positive,2,cảm_ơn anh cố_vấn nhiều nhé !
Bao giờ thì ứng dụng mobile được cải thiện vậy? Chán quá mất thôi,negative,0,bao_giờ thì ứng_dụng mobile được cải_thiện vậy ?_chán quá mất thôi
"Mà mới mở tk ở ngân hàng chi nhánh bắc sài gòn chiều qua, thái độ nhân viên quá tệ. Cách nói chuyện với khách hàng k thân thiện, mình ngồi chờ, nhân viên nghe điện thoại ba vụ nhà đất, nản hết sức. Nhân viên quầy 5 đó ạ",negative,0,"mà mới mở tài_khoản ở ngân_hàng chi_nhánh bắc sài_gòn chiều_qua , thái_độ nhân_viên quá tệ . cách nói_chuyện với khách_hàng không thân_thiện , mình ngồi chờ , nhân_viên nghe điện_thoại ba vụ nhà_đất , nản hết_sức . nhân_viên quầy 5 đó ạ"
E luôn ung hộ bidv,positive,2,e luôn ung_hộ bidv
Có thể các bạn hướng dẫn thông tin về điều kiện và khả năng hoàn tiền 10% khi dùng Hom sau khi thanh toán lần đầu tiên?,neutral,1,có_thể các bạn hướng_dẫn thông_tin về điều_kiện và khả_năng hoàn tiền 10 % khi dùng hom sau khi thanh_toán lần đầu_tiên ?
"# Tetyeuthuong Chúc BIDV và tất cả mọi người năm mới an khang, thịnh vượng, vạn sự như ý ....",positive,2,"tetyeuthuong chúc bidv và tất_cả mọi người năm mới an_khang , thịnh_vượng , vạn_sự như_ý ."
